ip_address,hostname,fqdn,region,status,vendor,model,role,missing_in_inventory,missing_in_ipam
10.40.212.154,BNATNED49,BNATNED49.southeast.lightspeed.net,southeast,active,RAD,ETX-2,edge,1,0
10.10.76.33,OKCOKDS11,OKCOKDS11.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0
10.20.130.70,PITPASW95,PITPASW95.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.10.81.110,OKCOKSW24,OKCOKSW24.central.lightspeed.net,central,retired,Cisco,Catalyst9300,sw,0,0
10.30.178.97,SEAWAED58,SEAWAED58.west.lightspeed.net,west,degraded,Cisco,ISR4431,edge,0,1
10.20.171.5,PITPADS43,PITPADS43.east.lightspeed.net,east,degraded,Juniper,QFX5120,dist,1,0
10.20.239.126,PITPASW07,PITPASW07.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.60.217.22,BOSMART56,BOSMART56.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.30.32.210,SEAWADS04,SEAWADS04.west.lightspeed.net,west,down,ADVA,FSP150,dist,1,0
10.10.137.137,OKCOKDS85,OKCOKDS85.central.lightspeed.net,central,down,Juniper,QFX5120,dist,1,0
10.30.115.201,LAXCADS67,LAXCADS67.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,0
10.10.196.40,AUSTXRT85,AUSTXRT85.central.lightspeed.net,central,degraded,Arista,7050X3,rtr,0,0
10.60.122.77,NYCNYSW80,NYCNYSW80.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.20.201.131,CLTNCED75,CLTNCED75.east.lightspeed.net,east,degraded,Cisco,ISR4431,edge,0,0
10.70.146.86,BOIIDCO23,BOIIDCO23.northwest.lightspeed.net,northwest,down,Cisco,NCS540,core,0,0
10.40.69.65,JAXFLED72,JAXFLED72.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,edge,0,0
10.40.183.54,JAXFLDS35,JAXFLDS35.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,dist,1,0
10.10.241.25,AUSTXAG04,AUSTXAG04.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.10.146.232,AUSTXSW99,AUSTXSW99.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.50.193.84,ELPTXED08,ELPTXED08.southwest.lightspeed.net,southwest,active,RAD,ETX-2,edge,0,0
10.20.55.149,CLTNCDS62,CLTNCDS62.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,1
10.30.217.147,SFOCART84,SFOCART84.west.lightspeed.net,west,down,Arista,7050X3,rtr,0,1
10.40.187.138,BNATNSW10,BNATNSW10.southeast.lightspeed.net,southeast,degraded,Cisco,Catalyst9300,sw,0,0
10.10.55.176,DALTXAG31,DALTXAG31.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.10.177.102,DALTXED82,DALTXED82.central.lightspeed.net,central,degraded,Cisco,ISR4431,edge,0,0
10.60.89.22,PHLPADS64,PHLPADS64.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.60.67.32,NYCNYAG78,NYCNYAG78.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.10.139.232,DALTXCO80,DALTXCO80.central.lightspeed.net,central,degraded,Nokia,7750 SR-1,core,0,0
10.30.243.37,LAXCACO78,LAXCACO78.west.lightspeed.net,west,active,Cisco,NCS540,core,0,0
10.30.123.109,SFOCASW35,SFOCASW35.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.30.55.197,SEAWADS82,SEAWADS82.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,0
10.40.111.81,MIAFLCO22,MIAFLCO22.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,core,0,0
10.40.134.126,BNATNDS18,BNATNDS18.southeast.lightspeed.net,southeast,active,Juniper,QFX5120,dist,1,0
10.50.169.75,ELPTXDS04,ELPTXDS04.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,dist,1,0
10.50.165.198,PHXAZDS79,PHXAZDS79.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist,1,0
10.50.19.112,PHXAZDS14,PHXAZDS14.southwest.lightspeed.net,southwest,down,Juniper,QFX5120,dist,1,0
10.10.149.121,AUSTXED53,AUSTXED53.central.lightspeed.net,central,degraded,Cisco,ISR4431,edge,0,0
10.20.169.15,CLTNCDS50,CLTNCDS50.east.lightspeed.net,east,degraded,Juniper,QFX5120,dist,1,0
10.10.52.74,AUSTXAG79,AUSTXAG79.central.lightspeed.net,central,degraded,ADVA,FSP3000,agg,0,0
10.10.190.4,OKCOKSW38,OKCOKSW38.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.30.173.154,LAXCADS73,LAXCADS73.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,0
10.30.31.30,SEAWASW62,SEAWASW62.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0
10.30.234.23,LAXCART93,LAXCART93.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,1
10.10.50.241,AUSTXRT18,AUSTXRT18.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0
10.10.193.72,OKCOKAG02,OKCOKAG02.central.lightspeed.net,central,down,Arista,7280R,agg,0,0
10.60.159.59,PHLPART80,PHLPART80.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.60.59.169,NYCNYAG90,NYCNYAG90.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.50.147.160,ABQNMRT16,ABQNMRT16.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0
10.10.190.107,AUSTXRT48,AUSTXRT48.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0
10.70.118.95,BOIIDRT15,BOIIDRT15.northwest.lightspeed.net,northwest,retired,Arista,7050X3,rtr,0,0
10.30.251.247,SFOCART34,SFOCART34.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.50.84.27,ABQNMED67,ABQNMED67.southwest.lightspeed.net,southwest,active,Juniper,SRX345,edge,0,0
10.70.79.127,BOIIDDS09,BOIIDDS09.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist,1,0
10.60.131.198,PHLPART20,PHLPART20.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0
10.70.140.109,PORORRT58,PORORRT58.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.60.201.92,BOSMADS69,BOSMADS69.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,1,0
10.60.235.7,BOSMASW88,BOSMASW88.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.60.11.29,PHLPASW08,PHLPASW08.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.50.242.231,PHXAZDS91,PHXAZDS91.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,dist,1,0
10.60.176.8,BOSMART92,BOSMART92.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.20.216.38,CLTNCCO40,CLTNCCO40.east.lightspeed.net,east,active,Cisco,NCS540,core,0,0
10.60.68.154,BOSMASW42,BOSMASW42.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.20.119.60,ATLGADS98,ATLGADS98.east.lightspeed.net,east,degraded,ADVA,FSP150,dist,1,0
10.10.69.158,OKCOKSW78,OKCOKSW78.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.60.108.246,BOSMASW73,BOSMASW73.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.70.68.92,BOIIDSW01,BOIIDSW01.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.70.36.18,PORORSW65,PORORSW65.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0
10.30.45.250,SFOCAAG34,SFOCAAG34.west.lightspeed.net,west,active,Arista,7280R,agg,0,1
10.10.119.87,AUSTXED65,AUSTXED65.central.lightspeed.net,central,degraded,Cisco,ISR4431,edge,0,0
10.50.26.40,ABQNMDS87,ABQNMDS87.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,dist,1,0
10.60.111.30,NYCNYAG36,NYCNYAG36.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.60.192.220,NYCNYCO11,NYCNYCO11.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,core,0,0
10.30.124.130,SEAWART47,SEAWART47.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.30.16.126,LAXCACO44,LAXCACO44.west.lightspeed.net,west,degraded,Juniper,MX204,core,0,0
10.40.177.28,JAXFLED63,JAXFLED63.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,edge,0,0
10.20.247.98,CLTNCED33,CLTNCED33.east.lightspeed.net,east,active,RAD,ETX-2,edge,0,0
10.10.170.118,DALTXED21,DALTXED21.central.lightspeed.net,central,degraded,Juniper,SRX345,edge,0,0
10.60.124.182,NYCNYSW77,NYCNYSW77.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.20.96.125,CLTNCSW53,CLTNCSW53.east.lightspeed.net,east,degraded,Cisco,Catalyst9300,sw,0,0
10.70.5.32,BOIIDAG49,BOIIDAG49.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.60.212.209,PHLPAED55,PHLPAED55.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,0,0
10.30.194.44,LAXCART47,LAXCART47.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,1
10.10.250.167,OKCOKSW21,OKCOKSW21.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.10.62.163,DALTXAG65,DALTXAG65.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.30.67.153,SFOCASW37,SFOCASW37.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,1
10.60.127.194,NYCNYCO33,NYCNYCO33.northeast.lightspeed.net,northeast,active,Juniper,MX204,core,0,0
10.50.236.15,PHXAZSW52,PHXAZSW52.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0
10.30.160.184,SFOCADS57,SFOCADS57.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,0
10.20.219.137,PITPAED25,PITPAED25.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0
10.70.16.180,PORORRT75,PORORRT75.northwest.lightspeed.net,northwest,degraded,Arista,7050X3,rtr,0,0
10.40.179.1,JAXFLED68,JAXFLED68.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge,0,0
10.20.96.132,PITPART90,PITPART90.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.40.184.201,JAXFLSW98,JAXFLSW98.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.60.193.255,PHLPAAG23,PHLPAAG23.northeast.lightspeed.net,northeast,degraded,Arista,7280R,agg,0,0
10.40.151.200,BNATNSW74,BNATNSW74.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.50.85.217,ABQNMRT25,ABQNMRT25.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0
10.30.158.188,SEAWAAG73,SEAWAAG73.west.lightspeed.net,west,active,Arista,7280R,agg,0,1
10.70.6.108,BOIIDAG85,BOIIDAG85.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.30.111.139,SFOCASW12,SFOCASW12.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,1
10.50.133.101,ELPTXED17,ELPTXED17.southwest.lightspeed.net,southwest,down,RAD,ETX-2,edge,0,0
10.10.40.106,DALTXED16,DALTXED16.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.50.27.70,PHXAZRT48,PHXAZRT48.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0
10.40.87.158,JAXFLED26,JAXFLED26.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge,0,0
10.30.108.26,SEAWASW51,SEAWASW51.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,1
10.60.30.86,NYCNYAG10,NYCNYAG10.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.60.7.184,BOSMACO15,BOSMACO15.northeast.lightspeed.net,northeast,active,Juniper,MX204,core,0,0
10.50.120.11,ELPTXAG60,ELPTXAG60.southwest.lightspeed.net,southwest,active,Arista,7280R,agg,0,0
10.50.51.150,PHXAZDS54,PHXAZDS54.southwest.lightspeed.net,southwest,degraded,Juniper,QFX5120,dist,1,0
10.50.164.125,ELPTXCO20,ELPTXCO20.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,core,0,0
10.60.200.50,BOSMAAG24,BOSMAAG24.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg,0,0
10.20.161.28,CLTNCRT66,CLTNCRT66.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.40.127.112,MIAFLSW15,MIAFLSW15.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.50.38.219,ELPTXAG49,ELPTXAG49.southwest.lightspeed.net,southwest,active,Arista,7280R,agg,0,0
10.30.54.187,SEAWASW49,SEAWASW49.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.40.17.221,BNATNDS82,BNATNDS82.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist,1,0
10.60.74.166,NYCNYCO96,NYCNYCO96.northeast.lightspeed.net,northeast,active,Cisco,NCS540,core,0,0
10.10.212.92,AUSTXED32,AUSTXED32.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.30.4.202,SFOCAED26,SFOCAED26.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,1
10.70.68.94,PORORCO93,PORORCO93.northwest.lightspeed.net,northwest,active,Juniper,MX204,core,0,0
10.20.154.211,CLTNCSW90,CLTNCSW90.east.lightspeed.net,east,retired,Cisco,Catalyst9300,sw,0,0
10.70.141.171,PORORSW10,PORORSW10.northwest.lightspeed.net,northwest,down,Cisco,Catalyst9300,sw,0,0
10.30.3.29,LAXCAAG45,LAXCAAG45.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,1
10.20.95.90,ATLGAAG62,ATLGAAG62.east.lightspeed.net,east,degraded,ADVA,FSP3000,agg,0,0
10.10.140.244,DALTXAG51,DALTXAG51.central.lightspeed.net,central,retired,ADVA,FSP3000,agg,0,0
10.20.163.106,ATLGADS70,ATLGADS70.east.lightspeed.net,east,active,Juniper,QFX5120,dist,1,0
10.70.143.203,PORORDS91,PORORDS91.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.50.56.134,ABQNMDS62,ABQNMDS62.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist,1,0
10.20.43.148,PITPAAG62,PITPAAG62.east.lightspeed.net,east,active,ADVA,FSP3000,agg,1,0
10.70.115.252,PORORDS63,PORORDS63.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,1,0
10.30.28.225,SEAWAAG27,SEAWAAG27.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,1
10.30.241.202,SFOCAAG29,SFOCAAG29.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,0,1
10.30.102.0,LAXCACO55,LAXCACO55.west.lightspeed.net,west,active,Nokia,7750 SR-1,core,0,0
10.20.93.9,ATLGAED91,ATLGAED91.east.lightspeed.net,east,retired,RAD,ETX-2,edge,0,0
10.60.95.77,PHLPAAG90,PHLPAAG90.northeast.lightspeed.net,northeast,degraded,Arista,7280R,agg,0,0
10.30.207.67,SEAWASW36,SEAWASW36.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.50.63.137,ABQNMSW99,ABQNMSW99.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0
10.10.135.81,OKCOKAG94,OKCOKAG94.central.lightspeed.net,central,active,ADVA,FSP3000,agg,0,0
10.70.177.221,GEGWAAG07,GEGWAAG07.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.70.83.66,BOIIDRT99,BOIIDRT99.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.60.175.239,BOSMART53,BOSMART53.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0
10.70.218.191,BOIIDCO46,BOIIDCO46.northwest.lightspeed.net,northwest,active,Juniper,MX204,core,0,0
10.70.150.191,BOIIDDS65,BOIIDDS65.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.20.136.199,ATLGACO09,ATLGACO09.east.lightspeed.net,east,active,Nokia,7750 SR-1,core,0,0
10.30.240.183,LAXCADS32,LAXCADS32.west.lightspeed.net,west,degraded,Juniper,QFX5120,dist,1,0
10.40.65.121,BNATNSW05,BNATNSW05.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.10.111.169,DALTXAG75,DALTXAG75.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.70.11.3,GEGWACO63,GEGWACO63.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,core,0,0
10.50.220.220,ELPTXCO39,ELPTXCO39.southwest.lightspeed.net,southwest,active,Juniper,MX204,core,0,0
10.70.206.141,PORORRT23,PORORRT23.northwest.lightspeed.net,northwest,degraded,Arista,7050X3,rtr,0,0
10.40.236.69,BNATNAG11,BNATNAG11.southeast.lightspeed.net,southeast,active,Arista,7280R,agg,0,0
10.50.36.207,ABQNMAG83,ABQNMAG83.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,agg,0,0
10.60.63.171,PHLPASW17,PHLPASW17.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.30.3.95,SFOCAAG57,SFOCAAG57.west.lightspeed.net,west,active,Arista,7280R,agg,0,0
10.10.153.165,OKCOKED17,OKCOKED17.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.20.168.133,CLTNCRT20,CLTNCRT20.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.30.131.187,LAXCART26,LAXCART26.west.lightspeed.net,west,degraded,Arista,7050X3,rtr,0,0
10.70.78.156,PORORRT84,PORORRT84.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.30.164.202,SEAWASW50,SEAWASW50.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.30.201.87,SEAWAAG62,SEAWAAG62.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0
10.50.111.220,ABQNMED87,ABQNMED87.southwest.lightspeed.net,southwest,active,RAD,ETX-2,edge,0,0
10.70.136.93,GEGWASW04,GEGWASW04.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0
10.60.210.73,PHLPART92,PHLPART92.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0
10.20.59.78,CLTNCRT02,CLTNCRT02.east.lightspeed.net,east,active,Arista,7050X3,rtr,1,0
10.30.148.37,SFOCART55,SFOCART55.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,1
10.40.204.25,JAXFLAG07,JAXFLAG07.southeast.lightspeed.net,southeast,active,Arista,7280R,agg,0,0
10.70.127.203,GEGWASW46,GEGWASW46.northwest.lightspeed.net,northwest,down,Cisco,Catalyst9300,sw,0,0
10.30.229.87,SFOCASW57,SFOCASW57.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.70.126.165,GEGWAED92,GEGWAED92.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.60.18.39,BOSMACO20,BOSMACO20.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,core,0,0
10.50.116.210,ABQNMAG69,ABQNMAG69.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,agg,0,0
10.20.221.194,PITPAED85,PITPAED85.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0
10.50.32.191,PHXAZED55,PHXAZED55.southwest.lightspeed.net,southwest,active,RAD,ETX-2,edge,0,1
10.30.197.239,LAXCART09,LAXCART09.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.60.62.105,PHLPART35,PHLPART35.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.60.157.92,BOSMAAG38,BOSMAAG38.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.70.15.42,PORORRT91,PORORRT91.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.60.25.171,PHLPART74,PHLPART74.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.20.151.113,PITPADS99,PITPADS99.east.lightspeed.net,east,down,ADVA,FSP150,dist,1,1
10.50.26.183,ELPTXSW55,ELPTXSW55.southwest.lightspeed.net,southwest,degraded,Cisco,Catalyst9300,sw,0,0
10.50.224.18,ABQNMED73,ABQNMED73.southwest.lightspeed.net,southwest,retired,Juniper,SRX345,edge,0,0
10.60.5.162,BOSMASW32,BOSMASW32.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.60.103.36,PHLPADS34,PHLPADS34.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist,1,0
10.10.31.253,DALTXDS84,DALTXDS84.central.lightspeed.net,central,active,ADVA,FSP150,dist,1,0
10.70.143.152,GEGWADS96,GEGWADS96.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.60.197.21,PHLPAAG60,PHLPAAG60.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.60.168.113,BOSMAAG86,BOSMAAG86.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg,0,0
10.10.147.94,AUSTXDS29,AUSTXDS29.central.lightspeed.net,central,active,ADVA,FSP150,dist,1,0
10.60.27.156,NYCNYDS65,NYCNYDS65.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,1,0
10.40.145.232,BNATNED53,BNATNED53.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge,0,0
10.20.153.191,ATLGAAG11,ATLGAAG11.east.lightspeed.net,east,degraded,ADVA,FSP3000,agg,0,0
10.10.18.169,OKCOKAG32,OKCOKAG32.central.lightspeed.net,central,active,ADVA,FSP3000,agg,0,0
10.60.211.176,NYCNYRT10,NYCNYRT10.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.20.175.183,ATLGASW96,ATLGASW96.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.70.215.199,BOIIDDS38,BOIIDDS38.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,1,0
10.70.54.172,GEGWACO21,GEGWACO21.northwest.lightspeed.net,northwest,active,Cisco,NCS540,core,0,0
10.40.193.150,BNATNED86,BNATNED86.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge,0,0
10.50.189.94,PHXAZED05,PHXAZED05.southwest.lightspeed.net,southwest,active,RAD,ETX-2,edge,0,0
10.60.155.169,PHLPART11,PHLPART11.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,0
10.60.27.136,PHLPART18,PHLPART18.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.10.33.94,DALTXAG53,DALTXAG53.central.lightspeed.net,central,degraded,ADVA,FSP3000,agg,0,0
10.10.80.177,DALTXCO27,DALTXCO27.central.lightspeed.net,central,active,Nokia,7750 SR-1,core,0,0
10.20.82.113,PITPACO69,PITPACO69.east.lightspeed.net,east,active,Nokia,7750 SR-1,core,0,0
10.60.171.162,BOSMAED64,BOSMAED64.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,1
10.70.190.204,BOIIDAG93,BOIIDAG93.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.50.99.187,PHXAZED02,PHXAZED02.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge,0,0
10.30.144.106,SFOCART03,SFOCART03.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,1
10.40.198.175,BNATNCO10,BNATNCO10.southeast.lightspeed.net,southeast,active,Juniper,MX204,core,0,0
10.50.9.179,ELPTXAG45,ELPTXAG45.southwest.lightspeed.net,southwest,degraded,Arista,7280R,agg,0,0
10.30.156.101,SFOCAAG84,SFOCAAG84.west.lightspeed.net,west,active,Arista,7280R,agg,0,1
10.40.108.100,MIAFLDS16,MIAFLDS16.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist,1,0
10.20.207.199,PITPAED34,PITPAED34.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0
10.30.1.195,LAXCASW19,LAXCASW19.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.60.193.248,NYCNYAG96,NYCNYAG96.northeast.lightspeed.net,northeast,retired,Arista,7280R,agg,0,0
10.70.24.32,GEGWAAG66,GEGWAAG66.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.10.193.80,DALTXED96,DALTXED96.central.lightspeed.net,central,active,RAD,ETX-2,edge,0,0
10.60.165.41,PHLPACO52,PHLPACO52.northeast.lightspeed.net,northeast,retired,Juniper,MX204,core,0,0
10.40.115.140,BNATNSW95,BNATNSW95.southeast.lightspeed.net,southeast,down,Cisco,Catalyst9300,sw,0,0
10.20.100.225,PITPAAG21,PITPAAG21.east.lightspeed.net,east,active,ADVA,FSP3000,agg,0,0
10.60.175.103,PHLPACO44,PHLPACO44.northeast.lightspeed.net,northeast,active,Cisco,NCS540,core,0,0
10.50.5.85,ABQNMED57,ABQNMED57.southwest.lightspeed.net,southwest,active,Juniper,SRX345,edge,0,0
10.30.197.188,SEAWASW82,SEAWASW82.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.30.235.15,SFOCASW72,SFOCASW72.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,1
10.30.187.27,LAXCART80,LAXCART80.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.40.255.217,BNATNSW89,BNATNSW89.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.20.200.98,ATLGAED50,ATLGAED50.east.lightspeed.net,east,retired,RAD,ETX-2,edge,0,0
10.50.203.40,PHXAZSW87,PHXAZSW87.southwest.lightspeed.net,southwest,degraded,Cisco,Catalyst9300,sw,0,0
10.30.81.29,SFOCAAG43,SFOCAAG43.west.lightspeed.net,west,active,Arista,7280R,agg,0,0
10.30.38.119,LAXCART54,LAXCART54.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,1
10.30.113.186,SEAWADS26,SEAWADS26.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,1
10.60.159.89,PHLPASW52,PHLPASW52.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.50.71.200,PHXAZDS67,PHXAZDS67.southwest.lightspeed.net,southwest,down,Juniper,QFX5120,dist,1,0
10.70.212.183,PORORRT92,PORORRT92.northwest.lightspeed.net,northwest,degraded,Arista,7050X3,rtr,0,0
10.10.234.101,AUSTXED16,AUSTXED16.central.lightspeed.net,central,active,RAD,ETX-2,edge,0,0
10.10.254.85,DALTXED71,DALTXED71.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.70.173.71,BOIIDCO28,BOIIDCO28.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,core,0,0
10.30.163.27,SEAWADS62,SEAWADS62.west.lightspeed.net,west,degraded,Juniper,QFX5120,dist,1,1
10.40.59.212,BNATNDS09,BNATNDS09.southeast.lightspeed.net,southeast,down,ADVA,FSP150,dist,1,0
